Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL4290116,,None,367.4,0,4.14,4d,CC(C)(C)NC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,IC50,'=',45180,nM,4.34,,,UO_0000065,11.83,0.22,0.21,4.22,0,CHEMBL4271547,Inhibition of bovine xanthine oxidase using xanthine as substrate preincubated for 3 mins followed by substrate addition and measured for every 15 secs for 7 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4270514,1,Scientific Literature,Eur J Med Chem,2018,None,,,,45.18
CHEMBL3703402,,None,435.48,0,4.49,BDBM153034,CC(C)(C)OC(=O)NCCCOc1ccc2c(c1)c(C#N)cn2-c1ccc(C(=O)O)cc1,IC50,'=',29,nM,7.54,,293857,UO_0000065,17.31,0.32,3.05,6.64,0,CHEMBL3706304,Inhibition Assay: Test compounds were dissolved in DMSO (Wako) at 40 mM concentration and then diluted to intended concentrations with phosphate-buffered saline (PBS). Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2322147,,None,328.33,0,1.79,15,CC(C)(COc1ccc(-c2cc(O)nc(N)n2)cc1C#N)C(=O)O,IC50,'=',5,nM,8.3,,,UO_0000065,25.28,0.47,6.51,5.83,0,CHEMBL2327375,Inhibition of bovine xanthine oxidase-mediated uric acid production after 30 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2321685,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,0.005
CHEMBL4785827,,None,294.31,0,2.82,1f,CC(C)=CCn1cc(C#N)c2cc(-c3noc(=O)[nH]3)ccc21,IC50,'=',1240,nM,5.91,,,UO_0000065,20.07,0.37,3.09,6.74,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,1.24
CHEMBL4466452,,None,325.32,0,2.35,8f,CC(C)=CCOc1ccc(-c2ncc(C(=O)O)c(=O)[nH]2)cc1C#N,IC50,'=',38.8,nM,7.41,,,UO_0000065,22.78,0.42,5.06,6.39,0,CHEMBL4368242,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated with enzyme for 15 mins followed by substrate addition and measured every 30 secs for 2 mins by spectrophotometric method,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4364326,1,Scientific Literature,Eur J Med Chem,2019,None,,,,0.0388
CHEMBL4555756,,None,367.37,0,2.06,8g,CC(C)=CCOc1ccc(-c2ncc(C(=O)O)c(=O)[nH]2)cc1-n1ccnn1,IC50,'=',69.2,nM,7.16,,,UO_0000065,19.49,0.36,5.1,5.82,0,CHEMBL4407808,Inhibition of bovine milk xanthine oxidase using xanthine as substrate incubated for 15 mins followed by substrate addition and measured at 30 sec interval for 2 mins by spectrophotometrically,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4406819,1,Scientific Literature,Eur J Med Chem,2019,None,,,,0.0692
CHEMBL5505769,,None,307.31,0,3.75,6i,CC(C)=Cn1cc(C#N)c2cc(-c3cc(C(=O)O)no3)ccc21,IC50,'=',190,nM,6.72,,,UO_0000065,21.87,0.4,2.97,7.3,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,0.19
CHEMBL4852807,,None,267.29,0,3.02,3q,CC(C)=COc1ccc(-c2nccc(O)n2)cc1C#N,IC50,'=',55,nM,7.26,,,UO_0000065,27.16,0.5,4.24,9.19,0,CHEMBL4821451,Inhibition of bovine milk xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 15 mins followed by substrate addition measured for every 30 sec by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4819070,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR,,0.055
CHEMBL2322166,,None,298.35,0,2.73,6,CC(C)C(C)Oc1ccc(-c2cc(O)nc(N)n2)cc1C#N,IC50,'=',13,nM,7.89,,,UO_0000065,26.43,0.49,5.16,7.51,0,CHEMBL2327375,Inhibition of bovine xanthine oxidase-mediated uric acid production after 30 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2321685,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,0.013
CHEMBL3652808,,None,294.31,0,3.05,BDBM121559,CC(C)c1cc2cc(-n3cc(C(=O)O)cn3)cc(C#N)c2[nH]1,IC50,'=',5,nM,8.3,,250125,UO_0000065,28.21,0.52,5.25,8.77,0,CHEMBL3705290,Inhibition Activity: Xanthine oxidase originated from bovine milk was incubated for 3 min with test compounds,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3703457,,None,320.35,0,4.03,BDBM153089,CC(C)c1ccc2c(C#N)cn(-c3ccc(C(=O)O)c(O)c3)c2c1,IC50,'=',12.6,nM,7.9,,293912,UO_0000065,24.66,0.45,3.87,9.16,0,CHEMBL3706304,Inhibition Assay: Test compounds were dissolved in DMSO (Wako) at 40 mM concentration and then diluted to intended concentrations with phosphate-buffered saline (PBS). Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5195680,,None,794.93,3,5.67,2d,CC(C)CC(=O)OCC1=CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](COC(=O)CC(C)C)[C@@H](OC(=O)CC(C)C)[C@H](OC(=O)CC(C)C)[C@H]3OC(=O)CC(C)C)[C@H]12,IC50,'=',69740,nM,4.16,,,UO_0000065,5.23,0.1,-1.51,2.12,0,CHEMBL5123188,Inhibition of bovine XOD assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured for 30 mins by microplate reader analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5120838,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,69.74
CHEMBL3667758,,None,268.32,0,3.25,BDBM157951,CC(C)Cc1cn(-c2ccc(C(=O)O)cc2)cc1C#N,IC50,'=',3.6,nM,8.44,,300231,UO_0000065,31.47,0.58,5.19,12.79,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5517708,,None,323.35,0,3.91,6g,CC(C)CCn1cc(C#N)c2cc(-c3cc(C(=O)O)no3)ccc21,IC50,'=',380,nM,6.42,,,UO_0000065,19.86,0.37,2.51,6.97,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,0.38
CHEMBL4776621,,None,296.33,0,2.9,1e,CC(C)CCn1cc(C#N)c2cc(-c3noc(=O)[nH]3)ccc21,IC50,'=',1020,nM,5.99,,,UO_0000065,20.22,0.37,3.09,6.84,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,1.02
CHEMBL4778179,,None,296.33,0,2.9,2e,CC(C)CCn1cc(C#N)c2ccc(-c3noc(=O)[nH]3)cc21,IC50,'=',6560,nM,5.18,,,UO_0000065,17.49,0.32,2.28,5.92,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,6.56
CHEMBL5174690,,None,291.33,0,2.85,9h,CC(C)CCn1cc(COc2ccc(F)cc2C=O)nn1,IC50,'=',2120,nM,5.67,,,UO_0000065,19.48,0.37,2.82,9.95,0,CHEMBL5134012,Inhibition of bovine XO assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 2 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5131461,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,TIME = 0.2 hr,INHIBITOR,,2.12
CHEMBL5182656,,None,273.34,0,2.72,8h,CC(C)CCn1cc(COc2ccccc2C=O)nn1,IC50,'=',16030,nM,4.79,,,UO_0000065,17.54,0.33,2.08,8.41,0,CHEMBL5134012,Inhibition of bovine XO assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 2 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5131461,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,TIME = 0.2 hr,INHIBITOR,,16.03
CHEMBL4571923,,None,361.36,0,1.37,8j,CC(C)CCOc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1[N+](=O)[O-],IC50,'=',6020,nM,5.22,,,UO_0000065,14.45,0.27,3.85,3.41,0,CHEMBL4392967,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation preincubated for 5 mins followed by xanthine addition and measured after 20 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4392824,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,6.02
CHEMBL4438657,,None,341.37,0,1.34,8d,CC(C)CCOc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1C#N,IC50,'=',4500,nM,5.35,,,UO_0000065,15.66,0.29,4.01,3.99,0,CHEMBL4392967,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation preincubated for 5 mins followed by xanthine addition and measured after 20 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4392824,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,4.5
CHEMBL4243871,,None,348.41,0,4.15,5f,CC(C)CCOc1ccc(-c2nc(-c3cccnc3)cn2O)cc1C#N,IC50,'=',6730,nM,5.17,,,UO_0000065,14.84,0.27,1.02,6.16,0,CHEMBL4230385,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4229337,1,Scientific Literature,Eur J Med Chem,2018,None,,,,6.73
CHEMBL4240082,,None,348.41,0,4.15,4f,CC(C)CCOc1ccc(-c2nc(-c3ccncc3)cn2O)cc1C#N,IC50,'=',640,nM,6.19,,,UO_0000065,17.78,0.33,2.04,7.38,0,CHEMBL4230385,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4229337,1,Scientific Literature,Eur J Med Chem,2018,None,,,,0.64
CHEMBL4445985,,None,326.36,0,2.55,10c,CC(C)CCOc1ccc(-c2ncc(C(=O)O)c(=N)[nH]2)cc1C#N,IC50,'=',24,nM,7.62,,,UO_0000065,23.35,0.43,5.07,6.2,0,CHEMBL4368242,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated with enzyme for 15 mins followed by substrate addition and measured every 30 secs for 2 mins by spectrophotometric method,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4364326,1,Scientific Literature,Eur J Med Chem,2019,None,,,,0.024
CHEMBL4449922,,None,327.34,0,2.43,8c,CC(C)CCOc1ccc(-c2ncc(C(=O)O)c(=O)[nH]2)cc1C#N,IC50,'=',25,nM,7.6,,,UO_0000065,23.22,0.43,5.17,6.55,0,CHEMBL4368242,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated with enzyme for 15 mins followed by substrate addition and measured every 30 secs for 2 mins by spectrophotometric method,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4364326,1,Scientific Literature,Eur J Med Chem,2019,None,,,,0.025
CHEMBL4554264,,None,369.38,0,2.14,8d,CC(C)CCOc1ccc(-c2ncc(C(=O)O)c(=O)[nH]2)cc1-n1ccnn1,IC50,'=',54.1,nM,7.27,,,UO_0000065,19.67,0.37,5.13,5.91,0,CHEMBL4407808,Inhibition of bovine milk xanthine oxidase using xanthine as substrate incubated for 15 mins followed by substrate addition and measured at 30 sec interval for 2 mins by spectrophotometrically,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4406819,1,Scientific Literature,Eur J Med Chem,2019,None,,,,0.0541
CHEMBL4869246,,None,283.33,0,3.15,3f,CC(C)CCOc1ccc(-c2nccc(O)n2)cc1C#N,IC50,'=',46,nM,7.34,,,UO_0000065,25.9,0.48,4.19,9.28,0,CHEMBL4821451,Inhibition of bovine milk xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 15 mins followed by substrate addition measured for every 30 sec by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4819070,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR,,0.046
CHEMBL4071469,,None,300.32,0,2.26,1g,CC(C)CCOc1ccc(-n2cc(C(=O)O)nn2)cc1C#N,IC50,'=',1620,nM,5.79,,,UO_0000065,19.28,0.36,3.53,5.73,0,CHEMBL4057091,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid production using xanthine as substrate preincubated for 10 mins followed by substrate addition by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4052752,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,,,1.62
CHEMBL4160555,,None,309.37,0,3.63,11j,CC(C)CCOc1ccc(NC(=O)c2cccnc2)cc1C#N,IC50,'=',35000,nM,4.46,,,UO_0000065,14.4,0.26,0.83,5.94,0,CHEMBL4135392,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 10 mins followed by substrate addition by UV spectrophotometric method,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4130506,1,Scientific Literature,Eur J Med Chem,2017,None,,,,35
CHEMBL4166015,,None,309.37,0,3.63,10j,CC(C)CCOc1ccc(NC(=O)c2ccncc2)cc1C#N,IC50,'=',2000,nM,5.7,,,UO_0000065,18.42,0.34,2.07,7.6,0,CHEMBL4135392,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 10 mins followed by substrate addition by UV spectrophotometric method,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4130506,1,Scientific Literature,Eur J Med Chem,2017,None,,,,2
CHEMBL4583393,,None,352.4,0,2.73,2f,CC(C)CCOc1ccc(NC(=O)c2ccncc2)cc1-n1cnnn1,IC50,'=',145,nM,6.84,,,UO_0000065,19.41,0.36,4.11,7.21,0,CHEMBL4409380,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 10 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4406855,1,Scientific Literature,Eur J Med Chem,2019,None,,,,0.145
CHEMBL4217468,,None,298.35,0,2.53,16c,CC(C)CN(C)c1ccc(-n2cc(C(=O)O)cn2)cc1C#N,IC50,'=',5.7,nM,8.24,,,UO_0000065,27.63,0.51,5.71,10.04,0,CHEMBL4193976,Inhibition of bovine milk xanthine oxidoreductase pre-incubated for 3 mins followed xanthine substrate addition and measured every 1 mins for 10 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4190341,1,Scientific Literature,Eur J Med Chem,2017,None,,,,5.7
CHEMBL4783962,,None,298.35,0,2.53,Ia,CC(C)CN(C)c1ccc(-n2cnc(C(=O)O)c2)cc1C#N,IC50,'=',27.1,nM,7.57,,,UO_0000065,25.36,0.47,5.04,9.21,0,CHEMBL4682684,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate incubated for 3 mins by microplate assay,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4680125,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.05 hr,INHIBITOR,,27.1
CHEMBL5523519,,None,309.33,0,3.52,6e,CC(C)Cn1cc(C#N)c2cc(-c3cc(C(=O)O)no3)ccc21,IC50,'=',240,nM,6.62,,,UO_0000065,21.4,0.39,3.1,7.19,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,0.24
CHEMBL4794244,,None,282.3,0,2.51,1d,CC(C)Cn1cc(C#N)c2cc(-c3noc(=O)[nH]3)ccc21,IC50,'=',1090,nM,5.96,,,UO_0000065,21.12,0.39,3.45,6.81,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,1.09
CHEMBL3652783,,None,308.34,0,3.05,BDBM121534,CC(C)Cn1cc(C#N)c2cc(-n3cc(C(=O)O)cn3)ccc21,IC50,'=',4.5,nM,8.35,,250100,UO_0000065,27.07,0.5,5.3,9.96,0,CHEMBL3705290,Inhibition Activity: Xanthine oxidase originated from bovine milk was incubated for 3 min with test compounds,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5194631,,None,277.3,0,2.46,9e,CC(C)Cn1cc(COc2ccc(F)cc2C=O)nn1,IC50,'=',14320,nM,4.84,,,UO_0000065,17.47,0.33,2.38,8.5,0,CHEMBL5134012,Inhibition of bovine XO assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 2 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5131461,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,TIME = 0.2 hr,INHIBITOR,,14.32
CHEMBL5192716,,None,259.31,0,2.33,8e,CC(C)Cn1cc(COc2ccccc2C=O)nn1,IC50,'=',21140,nM,4.67,,,UO_0000065,18.03,0.34,2.34,8.2,0,CHEMBL5134012,Inhibition of bovine XO assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 2 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5131461,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,TIME = 0.2 hr,INHIBITOR,,21.14
CHEMBL4212512,,None,284.32,0,2.51,16b,CC(C)CNc1ccc(-n2cc(C(=O)O)cn2)cc1C#N,IC50,'=',7.7,nM,8.11,,,UO_0000065,28.54,0.53,5.6,8.92,0,CHEMBL4193976,Inhibition of bovine milk xanthine oxidoreductase pre-incubated for 3 mins followed xanthine substrate addition and measured every 1 mins for 10 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4190341,1,Scientific Literature,Eur J Med Chem,2017,None,,,,7.7
CHEMBL4438198,,None,338.37,0,2.34,3c,CC(C)COc1ccc(C(=O)Nc2ccncc2)cc1-n1cnnn1,IC50,'=',2890,nM,5.54,,,UO_0000065,16.37,0.3,3.2,5.84,0,CHEMBL4409380,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 10 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4406855,1,Scientific Literature,Eur J Med Chem,2019,None,,,,2.89
CHEMBL4751933,,None,285.3,0,2.68,IIIc,CC(C)COc1ccc(-c2c[nH]c(C(=O)O)n2)cc1C#N,IC50,'=',510,nM,6.29,,,UO_0000065,22.06,0.41,3.61,6.36,0,CHEMBL4682684,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate incubated for 3 mins by microplate assay,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4680125,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.05 hr,INHIBITOR,,510
CHEMBL4449170,,None,347.33,0,0.98,8i,CC(C)COc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1[N+](=O)[O-],IC50,'=',3650,nM,5.44,,,UO_0000065,15.66,0.3,4.46,3.55,0,CHEMBL4392967,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation preincubated for 5 mins followed by xanthine addition and measured after 20 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4392824,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,3.65
CHEMBL4566911,,None,327.34,0,0.95,8c,CC(C)COc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1C#N,IC50,'=',2970,nM,5.53,,,UO_0000065,16.89,0.31,4.58,4.13,0,CHEMBL4392967,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation preincubated for 5 mins followed by xanthine addition and measured after 20 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4392824,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,2.97
